Model Outputs,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,
,,S03:LAJC,,,S03:LHJC,,,S03:LKJC,,,S03:RAJC,,,S03:RHJC,,,S03:RKJC,,
2263,0,-156.89,2394.93,94.5441,-175.459,2414.24,812.148,-163.789,2397.94,457.009,-7.37395,2369.41,93.8701,5.39152,2408.64,814.065,5.06306,2373.02,464.714
2264,0,-156.877,2394.88,94.535,-175.409,2414.26,812.154,-163.762,2397.94,457.012,-7.37573,2369.38,93.8681,5.44149,2408.66,814.076,5.09857,2373.02,464.742
2265,0,-156.869,2394.85,94.5292,-175.357,2414.29,812.157,-163.734,2397.94,457.014,-7.37755,2369.36,93.8656,5.49273,2408.67,814.085,5.1328,2373.01,464.766
2266,0,-156.865,2394.84,94.526,-175.304,2414.32,812.159,-163.707,2397.93,457.014,-7.37921,2369.34,93.8629,5.54533,2408.69,814.092,5.16597,2372.99,464.786
2267,0,-156.864,2394.82,94.5249,-175.249,2414.36,812.159,-163.68,2397.92,457.014,-7.38045,2369.32,93.8603,5.59915,2408.71,814.096,5.1984,2372.97,464.803
2268,0,-156.865,2394.82,94.5251,-175.194,2414.4,812.158,-163.654,2397.89,457.013,-7.381,2369.31,93.858,5.65405,2408.73,814.098,5.23043,2372.94,464.816
2269,0,-156.867,2394.82,94.5261,-175.137,2414.45,812.154,-163.628,2397.86,457.011,-7.38064,2369.3,93.8561,5.70999,2408.75,814.098,5.26238,2372.91,464.826
2270,0,-156.869,2394.82,94.527,-175.08,2414.5,812.149,-163.602,2397.82,457.008,-7.37914,2369.3,93.8547,5.76691,2408.78,814.096,5.29461,2372.87,464.833
2271,0,-156.871,2394.82,94.5275,-175.021,2414.55,812.143,-163.576,2397.78,457.004,-7.37631,2369.29,93.8541,5.82447,2408.82,814.092,5.32745,2372.83,464.836
2272,0,-156.871,2394.82,94.5272,-174.962,2414.61,812.135,-163.55,2397.75,457,-7.37208,2369.3,93.8542,5.88286,2408.85,814.085,5.36114,2372.79,464.837
2273,0,-156.869,2394.82,94.5256,-174.903,2414.67,812.126,-163.522,2397.73,456.994,-7.36641,2369.31,93.8549,5.94193,2408.89,814.077,5.3959,2372.74,464.835
2274,0,-156.864,2394.83,94.5227,-174.842,2414.74,812.116,-163.493,2397.72,456.987,-7.35938,2369.32,93.8563,6.00161,2408.94,814.067,5.43188,2372.7,464.831
2275,0,-156.858,2394.85,94.5184,-174.781,2414.81,812.105,-163.463,2397.75,456.978,-7.35112,2369.33,93.8582,6.06184,2408.99,814.054,5.4692,2372.65,464.825
2276,0,-156.85,2394.89,94.5128,-174.72,2414.88,812.094,-163.43,2397.8,456.967,-7.34189,2369.35,93.8605,6.12259,2409.04,814.04,5.50781,2372.6,464.817
2277,0,-156.839,2394.93,94.506,-174.658,2414.96,812.081,-163.395,2397.9,456.953,-7.33199,2369.38,93.8632,6.18391,2409.1,814.024,5.54772,2372.56,464.808
2278,0,-156.826,2395,94.4983,-174.596,2415.04,812.068,-163.357,2398.04,456.937,-7.32176,2369.4,93.8659,6.24557,2409.16,814.007,5.5888,2372.52,464.797
2279,0,-156.812,2395.09,94.4899,-174.533,2415.12,812.054,-163.317,2398.25,456.917,-7.31159,2369.43,93.8687,6.30782,2409.22,813.988,5.63095,2372.48,464.786
2280,0,-156.796,2395.21,94.4813,-174.47,2415.21,812.04,-163.275,2398.52,456.894,-7.30188,2369.46,93.8714,6.37056,2409.29,813.968,5.67401,2372.44,464.773
2281,0,-156.78,2395.35,94.4728,-174.406,2415.3,812.025,-163.232,2398.86,456.867,-7.29299,2369.5,93.8738,6.43382,2409.36,813.947,5.71782,2372.4,464.761
2282,0,-156.765,2395.53,94.4648,-174.342,2415.39,812.01,-163.19,2399.27,456.836,-7.28527,2369.53,93.8758,6.49752,2409.44,813.925,5.76221,2372.36,464.748
2283,0,-156.75,2395.75,94.4575,-174.277,2415.48,811.995,-163.15,2399.76,456.803,-7.27898,2369.57,93.8774,6.56195,2409.51,813.902,5.80705,2372.32,464.735
2284,0,-156.737,2395.99,94.4513,-174.211,2415.58,811.979,-163.115,2400.32,456.766,-7.27433,2369.6,93.8784,6.62692,2409.6,813.878,5.85222,2372.27,464.722
2285,0,-156.727,2396.27,94.4463,-174.145,2415.68,811.963,-163.087,2400.95,456.727,-7.27143,2369.63,93.8788,6.69265,2409.68,813.854,5.89761,2372.23,464.709
2286,0,-156.72,2396.58,94.4427,-174.079,2415.78,811.948,-163.069,2401.65,456.686,-7.27031,2369.67,93.8786,6.75899,2409.76,813.829,5.94317,2372.18,464.696
2287,0,-156.717,2396.91,94.4405,-174.011,2415.88,811.932,-163.062,2402.39,456.645,-7.27087,2369.7,93.8777,6.82613,2409.85,813.803,5.9889,2372.13,464.684
2288,0,-156.72,2397.27,94.4397,-173.943,2415.98,811.917,-163.069,2403.17,456.603,-7.27297,2369.73,93.8763,6.8941,2409.94,813.778,6.0348,2372.07,464.671
2289,0,-156.727,2397.63,94.4402,-173.874,2416.09,811.901,-163.089,2403.97,456.562,-7.27634,2369.75,93.8744,6.96284,2410.03,813.753,6.08094,2372.02,464.658
2290,0,-156.739,2398,94.442,-173.804,2416.19,811.886,-163.121,2404.77,456.523,-7.28067,2369.78,93.8722,7.03258,2410.12,813.728,6.12739,2371.95,464.646
2291,0,-156.755,2398.36,94.4448,-173.733,2416.29,811.872,-163.163,2405.56,456.486,-7.2856,2369.8,93.8697,7.10311,2410.21,813.703,6.17426,2371.89,464.633
2292,0,-156.775,2398.71,94.4484,-173.661,2416.4,811.858,-163.212,2406.3,456.452,-7.29072,2369.82,93.8671,7.17457,2410.3,813.678,6.22166,2371.82,464.62
2293,0,-156.797,2399.03,94.4528,-173.588,2416.5,811.844,-163.263,2407,456.421,-7.29564,2369.83,93.8647,7.24701,2410.4,813.654,6.26972,2371.76,464.606
2294,0,-156.819,2399.33,94.4576,-173.514,2416.61,811.831,-163.311,2407.62,456.395,-7.29996,2369.84,93.8626,7.32035,2410.49,813.631,6.31856,2371.69,464.593
2295,0,-156.84,2399.59,94.4628,-173.44,2416.71,811.818,-163.349,2408.15,456.372,-7.30334,2369.86,93.8609,7.39455,2410.57,813.609,6.36828,2371.63,464.579
2296,0,-156.859,2399.8,94.4682,-173.364,2416.82,811.806,-163.372,2408.58,456.354,-7.3055,2369.87,93.8599,7.46967,2410.66,813.587,6.419,2371.57,464.565
2297,0,-156.873,2399.96,94.4737,-173.288,2416.92,811.794,-163.377,2408.9,456.34,-7.30622,2369.88,93.8596,7.54557,2410.75,813.567,6.47074,2371.51,464.55
2298,0,-156.882,2400.08,94.4791,-173.211,2417.02,811.784,-163.358,2409.1,456.331,-7.30539,2369.89,93.8601,7.62224,2410.83,813.547,6.52358,2371.46,464.536
2299,0,-156.885,2400.14,94.4845,-173.133,2417.12,811.773,-163.315,2409.17,456.326,-7.303,2369.9,93.8615,7.69955,2410.91,813.529,6.5775,2371.42,464.521
2300,0,-156.881,2400.15,94.4897,-173.054,2417.22,811.764,-163.246,2409.13,456.325,-7.2991,2369.91,93.8637,7.77743,2410.99,813.511,6.63246,2371.39,464.507
2301,0,-156.871,2400.11,94.4948,-172.975,2417.32,811.755,-163.154,2408.97,456.328,-7.29386,2369.92,93.8667,7.85583,2411.07,813.495,6.68841,2371.37,464.493
2302,0,-156.854,2400.01,94.4997,-172.896,2417.41,811.747,-163.04,2408.69,456.336,-7.28751,2369.93,93.8705,7.93445,2411.15,813.48,6.74522,2371.36,464.48
2303,0,-156.832,2399.88,94.5044,-172.816,2417.51,811.739,-162.908,2408.31,456.348,-7.28034,2369.94,93.8749,8.01331,2411.22,813.467,6.80271,2371.36,464.467
2304,0,-156.804,2399.71,94.5091,-172.737,2417.6,811.732,-162.763,2407.84,456.365,-7.27268,2369.96,93.8798,8.09231,2411.29,813.454,6.86073,2371.37,464.455
2305,0,-156.774,2399.5,94.5137,-172.657,2417.69,811.725,-162.611,2407.29,456.386,-7.26485,2369.97,93.885,8.17115,2411.35,813.442,6.91907,2371.39,464.443
2306,0,-156.741,2399.27,94.5183,-172.578,2417.78,811.719,-162.456,2406.68,456.41,-7.25718,2369.99,93.8905,8.24969,2411.41,813.432,6.97745,2371.42,464.433
2307,0,-156.707,2399.02,94.5229,-172.499,2417.86,811.713,-162.304,2406.01,456.439,-7.24994,2370,93.8961,8.32781,2411.47,813.423,7.03565,2371.46,464.424
2308,0,-156.674,2398.76,94.5273,-172.42,2417.95,811.707,-162.158,2405.32,456.47,-7.24336,2370.01,93.9015,8.40527,2411.53,813.414,7.09338,2371.5,464.415
2309,0,-156.641,2398.49,94.5317,-172.342,2418.03,811.702,-162.021,2404.6,456.504,-7.2376,2370.03,93.9068,8.48184,2411.58,813.407,7.15038,2371.55,464.408
2310,0,-156.61,2398.22,94.5358,-172.266,2418.11,811.697,-161.896,2403.88,456.54,-7.23272,2370.04,93.9118,8.55743,2411.63,813.4,7.20639,2371.61,464.401
2311,0,-156.582,2397.95,94.5396,-172.19,2418.19,811.691,-161.784,2403.18,456.576,-7.22873,2370.05,93.9164,8.63175,2411.68,813.394,7.26117,2371.67,464.395
2312,0,-156.556,2397.7,94.5427,-172.116,2418.27,811.686,-161.685,2402.5,456.614,-7.22555,2370.07,93.9206,8.70465,2411.73,813.388,7.31445,2371.73,464.39
2313,0,-156.532,2397.46,94.5451,-172.044,2418.35,811.681,-161.599,2401.85,456.651,-7.22301,2370.08,93.9244,8.7759,2411.77,813.383,7.36606,2371.79,464.386
2314,0,-156.512,2397.23,94.5463,-171.973,2418.42,811.676,-161.525,2401.25,456.687,-7.22094,2370.09,93.9277,8.84538,2411.81,813.379,7.41579,2371.85,464.381
2315,0,-156.493,2397.02,94.5463,-171.904,2418.5,811.67,-161.461,2400.7,456.722,-7.21908,2370.1,93.9305,8.91282,2411.84,813.375,7.46346,2371.91,464.377
2316,0,-156.476,2396.82,94.5447,-171.838,2418.57,811.664,-161.406,2400.19,456.754,-7.2172,2370.11,93.933,8.97797,2411.88,813.371,7.50897,2371.96,464.373
2317,0,-156.461,2396.65,94.5414,-171.773,2418.64,811.659,-161.358,2399.75,456.785,-7.21506,2370.12,93.935,9.04077,2411.91,813.367,7.55218,2372,464.368
2318,0,-156.447,2396.49,94.5364,-171.712,2418.71,811.652,-161.315,2399.36,456.812,-7.21246,2370.13,93.9365,9.101,2411.94,813.363,7.59301,2372.04,464.363
2319,0,-156.434,2396.36,94.5298,-171.653,2418.77,811.646,-161.277,2399.03,456.836,-7.20924,2370.14,93.9378,9.15847,2411.96,813.36,7.63139,2372.08,464.358
2320,0,-156.422,2396.23,94.5217,-171.597,2418.84,811.639,-161.242,2398.75,456.858,-7.20532,2370.14,93.9386,9.21292,2411.99,813.356,7.66727,2372.1,464.352
2321,0,-156.411,2396.13,94.5127,-171.543,2418.9,811.632,-161.21,2398.52,456.876,-7.20067,2370.15,93.9391,9.26438,2412.01,813.353,7.70059,2372.13,464.346
2322,0,-156.401,2396.04,94.5032,-171.494,2418.96,811.625,-161.179,2398.34,456.892,-7.19537,2370.16,93.9392,9.3125,2412.03,813.349,7.73133,2372.14,464.338
2323,0,-156.392,2395.97,94.4938,-171.447,2419.02,811.618,-161.15,2398.21,456.905,-7.18954,2370.17,93.939,9.35721,2412.05,813.345,7.75946,2372.15,464.331
2324,0,-156.384,2395.92,94.4852,-171.404,2419.08,811.61,-161.122,2398.12,456.915,-7.18339,2370.18,93.9384,9.39844,2412.06,813.341,7.78494,2372.16,464.323
2325,0,-156.377,2395.88,94.4782,-171.365,2419.14,811.602,-161.096,2398.06,456.922,-7.17716,2370.18,93.9374,9.43598,2412.07,813.338,7.80773,2372.17,464.314
2326,0,-156.372,2395.86,94.4735,-171.33,2419.19,811.595,-161.071,2398.03,456.928,-7.17113,2370.19,93.9361,9.46977,2412.08,813.334,7.82782,2372.17,464.305
2327,0,-156.369,2395.85,94.4716,-171.298,2419.24,811.587,-161.048,2398.02,456.932,-7.16556,2370.2,93.9345,9.49961,2412.09,813.33,7.84514,2372.17,464.297
2328,0,-156.368,2395.86,94.4731,-171.27,2419.29,811.579,-161.027,2398.03,456.934,-7.16072,2370.2,93.9325,9.52554,2412.1,813.326,7.85964,2372.17,464.288
2329,0,-156.368,2395.88,94.4782,-171.247,2419.33,811.571,-161.008,2398.06,456.935,-7.1568,2370.21,93.9302,9.54739,2412.1,813.322,7.87129,2372.17,464.279
2330,0,-156.371,2395.91,94.4869,-171.228,2419.37,811.563,-160.991,2398.09,456.935,-7.15396,2370.22,93.9275,9.56503,2412.1,813.319,7.88003,2372.17,464.271
2331,0,-156.375,2395.95,94.499,-171.212,2419.41,811.556,-160.978,2398.13,456.934,-7.1523,2370.22,93.9245,9.57854,2412.1,813.315,7.88581,2372.17,464.264
2332,0,-156.38,2395.99,94.5141,-171.201,2419.45,811.548,-160.967,2398.16,456.934,-7.1518,2370.23,93.9212,9.58779,2412.1,813.312,7.88855,2372.17,464.257
2333,0,-156.386,2396.03,94.5314,-171.195,2419.48,811.541,-160.959,2398.19,456.933,-7.15244,2370.23,93.9176,9.59265,2412.09,813.308,7.88823,2372.17,464.25
2334,0,-156.392,2396.08,94.5501,-171.193,2419.51,811.534,-160.955,2398.2,456.932,-7.1541,2370.24,93.9138,9.59327,2412.08,813.305,7.88481,2372.17,464.245
2335,0,-156.398,2396.11,94.5694,-171.195,2419.54,811.528,-160.954,2398.21,456.931,-7.15664,2370.24,93.9098,9.5895,2412.07,813.302,7.87826,2372.17,464.24
2336,0,-156.404,2396.14,94.5881,-171.202,2419.56,811.522,-160.956,2398.2,456.931,-7.1599,2370.25,93.9055,9.58145,2412.06,813.3,7.86858,2372.18,464.236
2337,0,-156.409,2396.16,94.6054,-171.213,2419.58,811.516,-160.961,2398.18,456.932,-7.16368,2370.25,93.9012,9.56914,2412.05,813.297,7.85578,2372.18,464.233
2338,0,-156.412,2396.17,94.6204,-171.228,2419.59,811.511,-160.97,2398.14,456.932,-7.16783,2370.25,93.8969,9.55246,2412.03,813.295,7.83988,2372.18,464.231
2339,0,-156.414,2396.17,94.6326,-171.247,2419.61,811.506,-160.983,2398.1,456.933,-7.17218,2370.25,93.8927,9.53162,2412.01,813.294,7.82092,2372.18,464.229
2340,0,-156.414,2396.15,94.6414,-171.271,2419.61,811.502,-160.998,2398.05,456.934,-7.17661,2370.25,93.8886,9.50658,2411.99,813.293,7.79898,2372.18,464.228
2341,0,-156.413,2396.13,94.6467,-171.299,2419.62,811.498,-161.016,2397.99,456.935,-7.18101,2370.26,93.8848,9.47749,2411.97,813.292,7.77413,2372.18,464.228
2342,0,-156.41,2396.1,94.6484,-171.331,2419.62,811.495,-161.036,2397.95,456.935,-7.18531,2370.26,93.8814,9.44441,2411.95,813.291,7.74649,2372.17,464.228
2343,0,-156.406,2396.07,94.6469,-171.367,2419.62,811.493,-161.059,2397.91,456.934,-7.18945,2370.26,93.8785,9.40752,2411.93,813.291,7.71614,2372.16,464.228
2344,0,-156.401,2396.05,94.6426,-171.407,2419.61,811.491,-161.083,2397.9,456.931,-7.19341,2370.26,93.8761,9.36688,2411.9,813.291,7.68324,2372.15,464.229
2345,0,-156.395,2396.02,94.636,-171.45,2419.61,811.489,-161.108,2397.91,456.927,-7.19719,2370.26,93.8744,9.32258,2411.88,813.292,7.64792,2372.14,464.23
2346,0,-156.389,2396.02,94.6278,-171.497,2419.6,811.488,-161.134,2397.96,456.92,-7.20077,2370.26,93.8732,9.27486,2411.85,813.293,7.61032,2372.12,464.232
2347,0,-156.384,2396.03,94.6186,-171.548,2419.58,811.487,-161.16,2398.06,456.909,-7.20418,2370.26,93.8727,9.22392,2411.82,813.294,7.57061,2372.1,464.234
2348,0,-156.378,2396.06,94.6091,-171.601,2419.57,811.487,-161.186,2398.21,456.896,-7.20742,2370.26,93.8727,9.1698,2411.79,813.296,7.52894,2372.08,464.236
2349,0,-156.374,2396.12,94.5997,-171.658,2419.55,811.487,-161.212,2398.43,456.879,-7.21054,2370.26,93.8734,9.11287,2411.76,813.298,7.48551,2372.06,464.238
2350,0,-156.371,2396.21,94.5908,-171.717,2419.53,811.488,-161.24,2398.71,456.857,-7.21356,2370.26,93.8744,9.05326,2411.74,813.3,7.44049,2372.03,464.241
2351,0,-156.369,2396.34,94.5827,-171.779,2419.51,811.489,-161.269,2399.07,456.832,-7.2165,2370.27,93.8757,8.99106,2411.71,813.303,7.39405,2372,464.244
2352,0,-156.37,2396.49,94.5755,-171.843,2419.49,811.49,-161.302,2399.49,456.803,-7.21942,2370.27,93.8773,8.92652,2411.68,813.306,7.3464,2371.97,464.248
2353,0,-156.373,2396.68,94.5692,-171.909,2419.47,811.491,-161.34,2399.99,456.771,-7.22235,2370.27,93.8788,8.86006,2411.65,813.309,7.29774,2371.94,464.252
2354,0,-156.379,2396.9,94.5638,-171.977,2419.44,811.492,-161.385,2400.55,456.735,-7.22531,2370.27,93.8802,8.79174,2411.62,813.312,7.24825,2371.91,464.255
2355,0,-156.388,2397.15,94.559,-172.047,2419.42,811.494,-161.439,2401.18,456.698,-7.22832,2370.27,93.8814,8.72174,2411.59,813.315,7.19815,2371.88,464.259
2356,0,-156.4,2397.42,94.5547,-172.119,2419.39,811.496,-161.505,2401.85,456.658,-7.2314,2370.27,93.8822,8.6503,2411.57,813.319,7.14765,2371.84,464.264
2357,0,-156.416,2397.71,94.5509,-172.191,2419.37,811.497,-161.583,2402.57,456.618,-7.23453,2370.26,93.8825,8.57764,2411.54,813.323,7.09693,2371.81,464.268
2358,0,-156.435,2398.01,94.5474,-172.265,2419.34,811.499,-161.674,2403.31,456.578,-7.23768,2370.26,93.8821,8.50398,2411.51,813.326,7.04618,2371.78,464.272
2359,0,-156.457,2398.31,94.5443,-172.339,2419.32,811.501,-161.778,2404.07,456.539,-7.24082,2370.26,93.8812,8.42955,2411.49,813.33,6.99558,2371.75,464.276
2360,0,-156.483,2398.62,94.5415,-172.414,2419.29,811.503,-161.894,2404.82,456.502,-7.2439,2370.25,93.8796,8.35457,2411.47,813.334,6.94528,2371.72,464.28
2361,0,-156.51,2398.91,94.5392,-172.49,2419.27,811.504,-162.02,2405.55,456.468,-7.24688,2370.25,93.8774,8.27907,2411.44,813.338,6.89543,2371.68,464.283
2362,0,-156.539,2399.2,94.5375,-172.566,2419.24,811.506,-162.152,2406.24,456.437,-7.24971,2370.25,93.8746,8.20337,2411.42,813.342,6.84612,2371.65,464.287
2363,0,-156.569,2399.46,94.5365,-172.642,2419.22,811.507,-162.288,2406.89,456.408,-7.25237,2370.24,93.8713,8.12749,2411.4,813.345,6.79742,2371.62,464.29
2364,0,-156.598,2399.7,94.5363,-172.717,2419.2,811.508,-162.423,2407.48,456.384,-7.25486,2370.24,93.8675,8.05171,2411.39,813.349,6.74936,2371.59,464.292
2365,0,-156.626,2399.92,94.5369,-172.793,2419.18,811.509,-162.554,2408,456.363,-7.2572,2370.24,93.8633,7.97608,2411.37,813.352,6.70195,2371.55,464.294
2366,0,-156.652,2400.1,94.5383,-172.869,2419.16,811.51,-162.676,2408.44,456.346,-7.25944,2370.24,93.8589,7.90068,2411.35,813.356,6.65513,2371.52,464.296
2367,0,-156.676,2400.26,94.5404,-172.944,2419.15,811.51,-162.789,2408.81,456.332,-7.26168,2370.24,93.8542,7.8258,2411.34,813.359,6.60883,2371.49,464.298
2368,0,-156.696,2400.39,94.543,-173.018,2419.13,811.511,-162.889,2409.11,456.321,-7.26401,2370.24,93.8495,7.75131,2411.33,813.362,6.56292,2371.46,464.299
2369,0,-156.712,2400.49,94.5458,-173.092,2419.12,811.511,-162.976,2409.33,456.313,-7.26658,2370.24,93.8447,7.67739,2411.32,813.365,6.51731,2371.43,464.3
2370,0,-156.724,2400.55,94.5487,-173.165,2419.11,811.51,-163.049,2409.48,456.308,-7.26952,2370.24,93.8401,7.60408,2411.31,813.367,6.47181,2371.4,464.301
2371,0,-156.731,2400.59,94.5512,-173.238,2419.1,811.51,-163.109,2409.56,456.305,-7.273,2370.24,93.8356,7.53131,2411.3,813.37,6.42628,2371.37,464.302
2372,0,-156.735,2400.6,94.5533,-173.31,2419.1,811.51,-163.156,2409.59,456.304,-7.27716,2370.24,93.8314,7.45929,2411.3,813.372,6.38058,2371.34,464.302
2373,0,-156.734,2400.59,94.5545,-173.382,2419.1,811.509,-163.192,2409.56,456.305,-7.28212,2370.24,93.8274,7.38797,2411.3,813.374,6.33455,2371.31,464.303
2374,0,-156.73,2400.56,94.5548,-173.452,2419.1,811.508,-163.218,2409.49,456.307,-7.28799,2370.24,93.8237,7.31727,2411.3,813.376,6.28805,2371.29,464.304
2375,0,-156.723,2400.51,94.5542,-173.522,2419.1,811.507,-163.236,2409.38,456.311,-7.29484,2370.24,93.8202,7.24729,2411.3,813.378,6.24105,2371.27,464.304
2376,0,-156.713,2400.44,94.5528,-173.591,2419.11,811.506,-163.249,2409.24,456.316,-7.30267,2370.24,93.8171,7.17805,2411.31,813.379,6.19345,2371.25,464.306
2377,0,-156.701,2400.36,94.5508,-173.66,2419.12,811.504,-163.257,2409.07,456.321,-7.31145,2370.24,93.8141,7.10944,2411.32,813.38,6.14524,2371.23,464.307
2378,0,-156.689,2400.27,94.5483,-173.728,2419.13,811.503,-163.263,2408.9,456.327,-7.32109,2370.24,93.8114,7.04135,2411.33,813.381,6.09644,2371.22,464.309
2379,0,-156.676,2400.18,94.5457,-173.795,2419.15,811.501,-163.268,2408.71,456.333,-7.33142,2370.24,93.8087,6.97394,2411.34,813.382,6.04711,2371.21,464.311
2380,0,-156.664,2400.09,94.5435,-173.862,2419.17,811.5,-163.274,2408.53,456.339,-7.34225,2370.24,93.8062,6.907,2411.36,813.383,5.99737,2371.21,464.313
2381,0,-156.653,2400.01,94.5418,-173.928,2419.19,811.498,-163.281,2408.35,456.346,-7.35332,2370.24,93.8037,6.84067,2411.37,813.383,5.94731,2371.2,464.316
2382,0,-156.645,2399.93,94.5412,-173.994,2419.21,811.496,-163.29,2408.18,456.351,-7.36435,2370.24,93.8012,6.77482,2411.4,813.384,5.89709,2371.2,464.319
2383,0,-156.638,2399.86,94.5417,-174.059,2419.24,811.494,-163.303,2408.02,456.357,-7.37506,2370.24,93.7987,6.70931,2411.42,813.384,5.84687,2371.21,464.322
2384,0,-156.636,2399.8,94.5436,-174.124,2419.27,811.492,-163.32,2407.89,456.361,-7.38515,2370.23,93.7963,6.64419,2411.45,813.384,5.7968,2371.21,464.326
2385,0,-156.636,2399.75,94.5468,-174.189,2419.3,811.49,-163.341,2407.78,456.365,-7.39436,2370.23,93.794,6.5795,2411.48,813.384,5.74705,2371.22,464.329
2386,0,-156.639,2399.72,94.5515,-174.253,2419.34,811.488,-163.367,2407.7,456.368,-7.40248,2370.23,93.7919,6.51511,2411.51,813.383,5.69776,2371.23,464.333
2387,0,-156.646,2399.7,94.5574,-174.317,2419.38,811.486,-163.397,2407.66,456.37,-7.40934,2370.23,93.7899,6.45094,2411.55,813.383,5.64908,2371.24,464.337
2388,0,-156.655,2399.7,94.5643,-174.381,2419.42,811.483,-163.432,2407.64,456.37,-7.4149,2370.23,93.7881,6.38709,2411.58,813.382,5.60112,2371.26,464.341
2389,0,-156.667,2399.72,94.5721,-174.444,2419.46,811.481,-163.472,2407.65,456.37,-7.41913,2370.24,93.7866,6.32332,2411.63,813.381,5.55397,2371.27,464.345
2390,0,-156.681,2399.74,94.5803,-174.508,2419.5,811.478,-163.517,2407.7,456.368,-7.42214,2370.24,93.7853,6.25985,2411.67,813.38,5.50771,2371.29,464.349
2391,0,-156.695,2399.79,94.5888,-174.571,2419.55,811.476,-163.566,2407.78,456.365,-7.42411,2370.24,93.7842,6.19645,2411.72,813.379,5.46239,2371.31,464.353
2392,0,-156.711,2399.84,94.5971,-174.635,2419.6,811.473,-163.62,2407.9,456.361,-7.42526,2370.25,93.7832,6.1332,2411.77,813.377,5.41804,2371.32,464.358
2393,0,-156.726,2399.9,94.6051,-174.698,2419.64,811.47,-163.678,2408.04,456.355,-7.4259,2370.25,93.7824,6.07012,2411.82,813.376,5.37468,2371.34,464.362
2394,0,-156.74,2399.97,94.6125,-174.761,2419.69,811.467,-163.739,2408.2,456.349,-7.42632,2370.25,93.7816,6.00711,2411.87,813.374,5.3323,2371.35,464.368
2395,0,-156.753,2400.04,94.6191,-174.824,2419.74,811.464,-163.804,2408.39,456.342,-7.42686,2370.26,93.7806,5.94435,2411.93,813.371,5.29089,2371.37,464.373
2396,0,-156.764,2400.11,94.6247,-174.887,2419.79,811.46,-163.87,2408.58,456.334,-7.42781,2370.26,93.7794,5.88164,2411.99,813.369,5.25043,2371.38,464.379
2397,0,-156.773,2400.18,94.6291,-174.95,2419.84,811.456,-163.937,2408.78,456.325,-7.42946,2370.26,93.7779,5.81902,2412.05,813.366,5.21091,2371.4,464.386
2398,0,-156.78,2400.24,94.6323,-175.013,2419.89,811.453,-164.004,2408.97,456.317,-7.43198,2370.26,93.7761,5.75666,2412.11,813.363,5.17227,2371.41,464.393
2399,0,-156.783,2400.29,94.6341,-175.076,2419.94,811.449,-164.067,2409.14,456.309,-7.43551,2370.26,93.7738,5.69453,2412.18,813.36,5.13447,2371.41,464.401
2400,0,-156.784,2400.32,94.6347,-175.139,2419.99,811.445,-164.126,2409.28,456.301,-7.44007,2370.26,93.771,5.63267,2412.24,813.357,5.09749,2371.42,464.409
2401,0,-156.781,2400.34,94.6338,-175.201,2420.04,811.44,-164.177,2409.37,456.295,-7.44563,2370.26,93.768,5.57114,2412.31,813.353,5.06128,2371.42,464.418
2402,0,-156.774,2400.33,94.6318,-175.263,2420.08,811.436,-164.219,2409.42,456.289,-7.45203,2370.25,93.7646,5.50992,2412.37,813.349,5.02579,2371.43,464.427
2403,0,-156.765,2400.29,94.6286,-175.324,2420.13,811.431,-164.249,2409.39,456.286,-7.45906,2370.25,93.7612,5.44923,2412.44,813.345,4.99098,2371.43,464.436
2404,0,-156.753,2400.23,94.6244,-175.386,2420.17,811.426,-164.267,2409.3,456.284,-7.46647,2370.24,93.7578,5.38911,2412.5,813.34,4.95683,2371.42,464.446
2405,0,-156.738,2400.13,94.6196,-175.446,2420.21,811.421,-164.271,2409.12,456.285,-7.47394,2370.24,93.7548,5.32964,2412.57,813.336,4.92326,2371.42,464.456
2406,0,-156.722,2400.01,94.6143,-175.506,2420.25,811.416,-164.261,2408.85,456.289,-7.48115,2370.23,93.7523,5.27099,2412.63,813.331,4.89027,2371.42,464.465
2407,0,-156.704,2399.85,94.609,-175.565,2420.29,811.411,-164.239,2408.5,456.296,-7.48783,2370.23,93.7506,5.2132,2412.7,813.326,4.85785,2371.41,464.475
2408,0,-156.687,2399.67,94.6039,-175.622,2420.33,811.405,-164.207,2408.07,456.305,-7.49367,2370.23,93.7499,5.15643,2412.76,813.32,4.82596,2371.41,464.484
2409,0,-156.669,2399.46,94.5995,-175.679,2420.36,811.4,-164.167,2407.55,456.318,-7.49849,2370.23,93.7503,5.10089,2412.82,813.315,4.79463,2371.4,464.493
2410,0,-156.653,2399.23,94.5958,-175.734,2420.4,811.394,-164.123,2406.96,456.335,-7.50216,2370.23,93.752,5.04669,2412.88,813.31,4.76387,2371.39,464.502
2411,0,-156.64,2398.99,94.5933,-175.788,2420.43,811.388,-164.079,2406.32,456.354,-7.50461,2370.23,93.7548,4.99386,2412.93,813.305,4.73371,2371.39,464.51
2412,0,-156.629,2398.74,94.592,-175.84,2420.46,811.382,-164.038,2405.63,456.376,-7.50591,2370.23,93.7588,4.94274,2412.99,813.299,4.7042,2371.38,464.517
2413,0,-156.62,2398.48,94.592,-175.891,2420.48,811.376,-164.002,2404.91,456.401,-7.50618,2370.24,93.7637,4.89343,2413.04,813.294,4.67543,2371.38,464.523
